,VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low,Category,Directory
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,1.0,1.0,1.0,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,True,True,20869.62821201708,33578.531621634655,8160.724802399502,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Unit (Select on Advanced Controls),True,True,8777.772983972376,12276.964474955166,5278.581492989586,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
24,25,Average_Car_Occupancy,Average Car Occupancy,True,False,1.57,1.57,1.57,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
25,26,Average_Car_Lifetime,Average Car Lifetime,True,False,311755.00049674674,389315.4342275199,234194.56676597343,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
26,27,Discount_Rates_Households,Discount Rates - Households,True,False,0.04,0.04999999999999999,0.030000000000000013,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
27,28,Average_Annual_Passenger_km_per_Car,Average Annual Passenger-km per Car,True,False,24751.05,24751.05,24751.05,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
28,29,First_Cost_of_ICE_Car,First Cost of ICE Car,True,True,27301.838757440702,34446.297637807904,20157.37987707352,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
29,30,Average_Bike_Pass_km_per_Year,Average Bike Pass-km per Year,True,False,3276.0,3276.0,3276.0,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
30,31,E_bike_Battery_Size,E-bike Battery Size,True,True,349.25999999999993,543.3727776025355,155.14722239746442,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
31,32,E_bike_Work_Rate,E-bike Work Rate,True,False,12.42742384474,12.42742384474,12.42742384474,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
32,33,Percentage_of_E_bike_Rides_with_2_Riders,Percentage of E-bike Rides with 2 Riders,True,False,0.05,0.05,0.05,electricbikes,drawdown-master/solution/electricbikes/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,1707910.5,4434288.07025528,-1018467.07025528,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,False,90.10418681818182,161.75267731241902,18.455696323944608,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,182.9946,252.43954651089584,113.54965348910407,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,18.5,20.0,17.0,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,40.0,40.0,40.0,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,1.0,1.0,1.0,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,1.0,1.0,1.0,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,False,1.3761,1.3761,1.3761,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,0.13912500000000014,0.13912500000000014,0.13912500000000014,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,0.0006623771951448245,0.0017824941603528184,0.00013859999999999998,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,0.1270555038404907,0.2688193305760912,0.009000000000000001,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,True,False,0.0008500000000000001,0.0008500000000000001,0.0008500000000000001,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
24,25,Global_Average_Number_of_Floors_Commercial_Buildings,Global Average Number of Floors Commercial Buildings,True,False,3.3772772277227725,3.5445544554455446,3.21,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
25,26,Global_Average_Number_of_Floors_Residential_Buildings,Global Average Number of Floors Residential Buildings,True,False,8.0,8.0,8.0,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
26,27,Operating_and_Maintenance_Costs_per_m2_CONVENTIONAL,Operating and Maintenance Costs per m2 CONVENTIONAL,True,False,0.31075,0.5323686194795014,0.08913138052049867,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
27,28,Operating_and_Maintenance_Costs_per_m2_SOLUTION,Operating and Maintenance Costs per m2 SOLUTION,True,False,1.6340000000000003,2.784324606361178,0.4836753936388225,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
28,29,STORMWATER_Related_Costs_CONVENTIONAL,STORMWATER Related Costs CONVENTIONAL,True,False,1.06535,2.005324929186944,0.12537507081305632,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
29,30,STORMWATER_Related_Costs_SOLUTION,STORMWATER Related Costs SOLUTION,True,False,7.0,7.0,7.0,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
30,31,ENERGY_RELATED_Operating_Cost_Benefits_SOLUTION_per_m2,ENERGY RELATED Operating Cost Benefits SOLUTION (per m2),True,False,0.0,0.0,0.0,greenroofs,drawdown-master/solution/greenroofs/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,150.9223,348.2403294915039,-46.39572949150393,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,2010.03170851964,3373.5568673016687,646.5065497376106,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,3455.6967941818184,6132.069619381718,779.3239689819167,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,178021.67440092622,225212.4575469707,130830.89125488167,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,176825.47182486378,246708.6855773959,106942.25807233174,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,4967.648441815689,6603.246811821507,3332.0500718098688,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,3780.808425900929,4361.127193484461,3200.489658317397,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
7,8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,0.004752432167950817,0.007992783095689827,0.0015120812402118068,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
8,9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit ,True,False,0.006775166400000001,0.006775166400000001,0.006775166400000001,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
9,10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),True,True,32.890645734335216,63.04748100463679,2.7338104640336525,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
10,11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),True,False,84.31900177803635,117.36384827607056,51.2741552800021,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
11,12,Electricity_Consumed_per_Functional_Unit_CONVENTIONAL,Electricity Consumed per Functional Unit - CONVENTIONAL,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,22932.35294117647,60080.35954265737,-14215.653660304419,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
22,23,2005_2014_Average_CONVENTIONAL_Fuel_Price_per_functional_unit,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,True,True,0.03446521920306304,0.041092366443973835,0.02783807196215224,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
23,24,Weighted_Average_CONVENTIONAL_Plant_Efficiency,Weighted Average CONVENTIONAL Plant Efficiency ,True,True,0.4102147445137418,0.4736845414315057,0.3467449475959779,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
24,25,Coal_Plant_Efficiency,Coal Plant Efficiency,True,False,0.36697534187007497,0.4322357828600367,0.3017149008801132,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
25,26,Natural_Gas_Plant_Efficiency,Natural Gas Plant Efficiency,True,False,0.4733587008768759,0.565872832325824,0.3808445694279278,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
26,27,Oil_Plant_Efficiency,Oil Plant Efficiency,True,False,0.39,0.39,0.39,instreamhydro,drawdown-master/solution/instreamhydro/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,0.4377891267658674,0.8900234517697411,-0.014445198238006276,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,2010.03170851964,3373.5568673016687,646.5065497376106,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,True,4930.052356020943,7315.152437034934,2544.952275006952,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,178021.67440092622,225212.4575469707,130830.89125488167,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,36104.689881092956,43351.73164953943,28857.648112646475,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,4967.648441815689,6603.246811821507,3332.0500718098688,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,True,1843.6437386090015,2277.867345588024,1409.4201316299796,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
7,8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,0.004752432167950817,0.007992783095689827,0.0015120812402118068,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
8,9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit ,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
9,10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),True,True,32.890645734335216,63.04748100463679,2.7338104640336525,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
10,11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),True,True,44.25628000000001,71.88238807650474,16.630171923495276,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
11,12,Electricity_Consumed_per_Functional_Unit_CONVENTIONAL,Electricity Consumed per Functional Unit - CONVENTIONAL,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,21847.5,45302.84378523013,-1607.8437852301251,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
22,23,2005_2014_Average_CONVENTIONAL_Fuel_Price_per_functional_unit,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,True,True,0.03446521920306304,0.041092366443973835,0.02783807196215224,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
23,24,Weighted_Average_CONVENTIONAL_Plant_Efficiency,Weighted Average CONVENTIONAL Plant Efficiency ,True,True,0.4102147445137418,0.4736845414315057,0.3467449475959779,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
24,25,Coal_Plant_Efficiency,Coal Plant Efficiency,True,False,0.36697534187007497,0.4322357828600367,0.3017149008801132,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
25,26,Natural_Gas_Plant_Efficiency,Natural Gas Plant Efficiency,True,False,0.4733587008768759,0.565872832325824,0.3808445694279278,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
26,27,Oil_Plant_Efficiency,Oil Plant Efficiency,True,False,0.39,0.39,0.39,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
27,28,Learning_rates,Learning rates,True,False,0.14475,0.1842302165647556,0.1052697834352444,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
28,29,Percentage_of_Techs_On_Grid,Percentage of Techs On Grid,True,False,0.75,0.8999999999999999,0.6000000000000001,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
29,30,Solution_MicroWind_on_total_Wind_current_Installed_Capacity,Solution (MicroWind) on total Wind current Installed Capacity,True,False,0.0017154724581067687,0.002817362566313368,0.0006135823499001693,microwind,drawdown-master/solution/microwind/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,198505316569.0341,198505316569.0341,198505316569.0341,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,False,1e-35,1e-35,1e-35,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,True,2503.2892130769283,9792.717599767033,762.64,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,3922.8,3922.8,3922.8,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,69215.62156535001,69215.62156535001,69215.62156535001,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,3922.8,10042.950612525809,1407.2,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,True,17303.905391337506,30924.555042568405,3683.2557401066083,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,True,0.2512815834811869,0.42307770185873295,0.07948546510364088,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,0.018158327933267257,0.018158327933267257,0.018158327933267257,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,True,True,1.4116754974075279e-11,2.1383643787776724e-11,6.849866160373832e-12,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,0.06434012799612952,0.07147153578652188,0.05720872020573716,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,1.0,1.0,1.0,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,True,True,7.299750000000001e-05,0.0001788820864535415,4.29e-06,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,True,5.6863545770659375e-06,9.004895995320707e-06,2.3678131588111684e-06,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
22,23,Total_Number_of_Air_Business_Trips_Annually,Total Number of Air Business Trips Annually,True,False,570777759.405967,570777759.405967,570777759.405967,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
23,24,Share_of_Business_Travel,Share of Business Travel,True,False,0.3228753296571565,0.4060000000000001,0.239750659314313,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
